id;bin_label;newick;organism
28;terpene;"(5001:0.20481,((((3445:0.00306,560:0.00000)0.92:0.01442,166:0.01591)0.97:0.03787,(8036:0.02400,2683:0.01286)1.00:0.06805)0.87:0.02806,((9040:0.00403,7688:0.00441)0.99:0.05636,7436:0.03455):0.03461)0.90:0.04235):0.00000;";Artele1122
28;terpene;"(5001:0.20481,((((3445:0.00306,560:0.00000)0.92:0.01442,166:0.01591)0.97:0.03787,(8036:0.02400,2683:0.01286)1.00:0.06805)0.87:0.02806,((9040:0.00403,7688:0.00441)0.99:0.05636,7436:0.03455):0.03461)0.90:0.04235):0.00000;";Gansi1
28;terpene;"(5001:0.20481,((((3445:0.00306,560:0.00000)0.92:0.01442,166:0.01591)0.97:0.03787,(8036:0.02400,2683:0.01286)1.00:0.06805)0.87:0.02806,((9040:0.00403,7688:0.00441)0.99:0.05636,7436:0.03455):0.03461)0.90:0.04235):0.00000;";Dicsqu463
31;terpene;"(((6452:0.12267,((((8419:0.01343,7737:0.02119)0.97:0.01044,8644:0.03965)0.99:0.01632,2840:0.02929)1.00:0.01894,(((7196:0.02997,6235:0.02322)0.59:0.00693,(4394:0.00000,1316:0.00000)1.00:0.01848)1.00:0.02545,5800:0.06639):0.01107)0.94:0.00795)0.50:0.01420,(8137:0.04357,7512:0.05100)0.97:0.01897)0.67:0.03828,3349:0.17515):0.00000;";Ganluc1
28;terpene;"(5001:0.20481,((((3445:0.00306,560:0.00000)0.92:0.01442,166:0.01591)0.97:0.03787,(8036:0.02400,2683:0.01286)1.00:0.06805)0.87:0.02806,((9040:0.00403,7688:0.00441)0.99:0.05636,7436:0.03455):0.03461)0.90:0.04235):0.00000;";Tralac1
31;terpene;"(((6452:0.12267,((((8419:0.01343,7737:0.02119)0.97:0.01044,8644:0.03965)0.99:0.01632,2840:0.02929)1.00:0.01894,(((7196:0.02997,6235:0.02322)0.59:0.00693,(4394:0.00000,1316:0.00000)1.00:0.01848)1.00:0.02545,5800:0.06639):0.01107)0.94:0.00795)0.50:0.01420,(8137:0.04357,7512:0.05100)0.97:0.01897)0.67:0.03828,3349:0.17515):0.00000;";Gansp1
29;terpene;"(((6983:0.12783,696:0.09759)0.09:0.01784,4342:0.10952)1.00:0.02943,(((8812:0.06506,6706:0.04306)0.89:0.01579,(9125:0.05678,812:0.03778)0.98:0.01569):0.08829,7284:0.10186)1.00:0.00597):0.00000;";Pycpun1
28;terpene;"(5001:0.20481,((((3445:0.00306,560:0.00000)0.92:0.01442,166:0.01591)0.97:0.03787,(8036:0.02400,2683:0.01286)1.00:0.06805)0.87:0.02806,((9040:0.00403,7688:0.00441)0.99:0.05636,7436:0.03455):0.03461)0.90:0.04235):0.00000;";Dicsqu18370
29;terpene;"(((6983:0.12783,696:0.09759)0.09:0.01784,4342:0.10952)1.00:0.02943,(((8812:0.06506,6706:0.04306)0.89:0.01579,(9125:0.05678,812:0.03778)0.98:0.01569):0.08829,7284:0.10186)1.00:0.00597):0.00000;";Laesu1
31;terpene;"(((6452:0.12267,((((8419:0.01343,7737:0.02119)0.97:0.01044,8644:0.03965)0.99:0.01632,2840:0.02929)1.00:0.01894,(((7196:0.02997,6235:0.02322)0.59:0.00693,(4394:0.00000,1316:0.00000)1.00:0.01848)1.00:0.02545,5800:0.06639):0.01107)0.94:0.00795)0.50:0.01420,(8137:0.04357,7512:0.05100)0.97:0.01897)0.67:0.03828,3349:0.17515):0.00000;";Dicsqu464
29;terpene;"(((6983:0.12783,696:0.09759)0.09:0.01784,4342:0.10952)1.00:0.02943,(((8812:0.06506,6706:0.04306)0.89:0.01579,(9125:0.05678,812:0.03778)0.98:0.01569):0.08829,7284:0.10186)1.00:0.00597):0.00000;";Fibra1
30;terpene;"((6902:0.06187,(8792:0.02398,4619:0.01907)0.96:0.02835):0.09982,((8463:0.01609,4787:0.03951)1.00:0.09603,4551:0.10256)1.00:0.02614):0.00000;";PosplRSB12
29;terpene;"(((6983:0.12783,696:0.09759)0.09:0.01784,4342:0.10952)1.00:0.02943,(((8812:0.06506,6706:0.04306)0.89:0.01579,(9125:0.05678,812:0.03778)0.98:0.01569):0.08829,7284:0.10186)1.00:0.00597):0.00000;";Trapol1
29;terpene;"(((6983:0.12783,696:0.09759)0.09:0.01784,4342:0.10952)1.00:0.02943,(((8812:0.06506,6706:0.04306)0.89:0.01579,(9125:0.05678,812:0.03778)0.98:0.01569):0.08829,7284:0.10186)1.00:0.00597):0.00000;";Daequ1
29;terpene;"(((6983:0.12783,696:0.09759)0.09:0.01784,4342:0.10952)1.00:0.02943,(((8812:0.06506,6706:0.04306)0.89:0.01579,(9125:0.05678,812:0.03778)0.98:0.01569):0.08829,7284:0.10186)1.00:0.00597):0.00000;";Amylap1
31;terpene;"(((6452:0.12267,((((8419:0.01343,7737:0.02119)0.97:0.01044,8644:0.03965)0.99:0.01632,2840:0.02929)1.00:0.01894,(((7196:0.02997,6235:0.02322)0.59:0.00693,(4394:0.00000,1316:0.00000)1.00:0.01848)1.00:0.02545,5800:0.06639):0.01107)0.94:0.00795)0.50:0.01420,(8137:0.04357,7512:0.05100)0.97:0.01897)0.67:0.03828,3349:0.17515):0.00000;";Tralj1
31;terpene;"(((6452:0.12267,((((8419:0.01343,7737:0.02119)0.97:0.01044,8644:0.03965)0.99:0.01632,2840:0.02929)1.00:0.01894,(((7196:0.02997,6235:0.02322)0.59:0.00693,(4394:0.00000,1316:0.00000)1.00:0.01848)1.00:0.02545,5800:0.06639):0.01107)0.94:0.00795)0.50:0.01420,(8137:0.04357,7512:0.05100)0.97:0.01897)0.67:0.03828,3349:0.17515):0.00000;";Pycco1
30;terpene;"((6902:0.06187,(8792:0.02398,4619:0.01907)0.96:0.02835):0.09982,((8463:0.01609,4787:0.03951)1.00:0.09603,4551:0.10256)1.00:0.02614):0.00000;";Tragib1
29;terpene;"(((6983:0.12783,696:0.09759)0.09:0.01784,4342:0.10952)1.00:0.02943,(((8812:0.06506,6706:0.04306)0.89:0.01579,(9125:0.05678,812:0.03778)0.98:0.01569):0.08829,7284:0.10186)1.00:0.00597):0.00000;";Hexnit1
32;terpene;"(((7729:0.14625,(708:0.07284,3527:0.05324):0.06365)0.91:0.10518,5592:0.10325)0.99:0.05344,6065:0.30488):0.00000;";Hydfim1
32;terpene;"(((7729:0.14625,(708:0.07284,3527:0.05324):0.06365)0.91:0.10518,5592:0.10325)0.99:0.05344,6065:0.30488):0.00000;";Irplac1
32;terpene;"(((7729:0.14625,(708:0.07284,3527:0.05324):0.06365)0.91:0.10518,5592:0.10325)0.99:0.05344,6065:0.30488):0.00000;";Cytmel1
31;terpene;"(((6452:0.12267,((((8419:0.01343,7737:0.02119)0.97:0.01044,8644:0.03965)0.99:0.01632,2840:0.02929)1.00:0.01894,(((7196:0.02997,6235:0.02322)0.59:0.00693,(4394:0.00000,1316:0.00000)1.00:0.01848)1.00:0.02545,5800:0.06639):0.01107)0.94:0.00795)0.50:0.01420,(8137:0.04357,7512:0.05100)0.97:0.01897)0.67:0.03828,3349:0.17515):0.00000;";Lenti6
31;terpene;"(((6452:0.12267,((((8419:0.01343,7737:0.02119)0.97:0.01044,8644:0.03965)0.99:0.01632,2840:0.02929)1.00:0.01894,(((7196:0.02997,6235:0.02322)0.59:0.00693,(4394:0.00000,1316:0.00000)1.00:0.01848)1.00:0.02545,5800:0.06639):0.01107)0.94:0.00795)0.50:0.01420,(8137:0.04357,7512:0.05100)0.97:0.01897)0.67:0.03828,3349:0.17515):0.00000;";Obbri1
31;terpene;"(((6452:0.12267,((((8419:0.01343,7737:0.02119)0.97:0.01044,8644:0.03965)0.99:0.01632,2840:0.02929)1.00:0.01894,(((7196:0.02997,6235:0.02322)0.59:0.00693,(4394:0.00000,1316:0.00000)1.00:0.01848)1.00:0.02545,5800:0.06639):0.01107)0.94:0.00795)0.50:0.01420,(8137:0.04357,7512:0.05100)0.97:0.01897)0.67:0.03828,3349:0.17515):0.00000;";Lenti7
30;terpene;"((6902:0.06187,(8792:0.02398,4619:0.01907)0.96:0.02835):0.09982,((8463:0.01609,4787:0.03951)1.00:0.09603,4551:0.10256)1.00:0.02614):0.00000;";Fomros1
31;terpene;"(((6452:0.12267,((((8419:0.01343,7737:0.02119)0.97:0.01044,8644:0.03965)0.99:0.01632,2840:0.02929)1.00:0.01894,(((7196:0.02997,6235:0.02322)0.59:0.00693,(4394:0.00000,1316:0.00000)1.00:0.01848)1.00:0.02545,5800:0.06639):0.01107)0.94:0.00795)0.50:0.01420,(8137:0.04357,7512:0.05100)0.97:0.01897)0.67:0.03828,3349:0.17515):0.00000;";Epityp1
30;terpene;"((6902:0.06187,(8792:0.02398,4619:0.01907)0.96:0.02835):0.09982,((8463:0.01609,4787:0.03951)1.00:0.09603,4551:0.10256)1.00:0.02614):0.00000;";Antser1
31;terpene;"(((6452:0.12267,((((8419:0.01343,7737:0.02119)0.97:0.01044,8644:0.03965)0.99:0.01632,2840:0.02929)1.00:0.01894,(((7196:0.02997,6235:0.02322)0.59:0.00693,(4394:0.00000,1316:0.00000)1.00:0.01848)1.00:0.02545,5800:0.06639):0.01107)0.94:0.00795)0.50:0.01420,(8137:0.04357,7512:0.05100)0.97:0.01897)0.67:0.03828,3349:0.17515):0.00000;";Ganleu1
33;terpene;"((7304:0.12956,2383:0.03958):0.11589,9113:0.24545):0.00000;";Porspa1
33;terpene;"((7304:0.12956,2383:0.03958):0.11589,9113:0.24545):0.00000;";Bjead1
31;terpene;"(((6452:0.12267,((((8419:0.01343,7737:0.02119)0.97:0.01044,8644:0.03965)0.99:0.01632,2840:0.02929)1.00:0.01894,(((7196:0.02997,6235:0.02322)0.59:0.00693,(4394:0.00000,1316:0.00000)1.00:0.01848)1.00:0.02545,5800:0.06639):0.01107)0.94:0.00795)0.50:0.01420,(8137:0.04357,7512:0.05100)0.97:0.01897)0.67:0.03828,3349:0.17515):0.00000;";Earsca1
31;terpene;"(((6452:0.12267,((((8419:0.01343,7737:0.02119)0.97:0.01044,8644:0.03965)0.99:0.01632,2840:0.02929)1.00:0.01894,(((7196:0.02997,6235:0.02322)0.59:0.00693,(4394:0.00000,1316:0.00000)1.00:0.01848)1.00:0.02545,5800:0.06639):0.01107)0.94:0.00795)0.50:0.01420,(8137:0.04357,7512:0.05100)0.97:0.01897)0.67:0.03828,3349:0.17515):0.00000;";Polar1
31;terpene;"(((6452:0.12267,((((8419:0.01343,7737:0.02119)0.97:0.01044,8644:0.03965)0.99:0.01632,2840:0.02929)1.00:0.01894,(((7196:0.02997,6235:0.02322)0.59:0.00693,(4394:0.00000,1316:0.00000)1.00:0.01848)1.00:0.02545,5800:0.06639):0.01107)0.94:0.00795)0.50:0.01420,(8137:0.04357,7512:0.05100)0.97:0.01897)0.67:0.03828,3349:0.17515):0.00000;";Polsqu1
32;terpene;"(((7729:0.14625,(708:0.07284,3527:0.05324):0.06365)0.91:0.10518,5592:0.10325)0.99:0.05344,6065:0.30488):0.00000;";Phlcen1
32;terpene;"(((7729:0.14625,(708:0.07284,3527:0.05324):0.06365)0.91:0.10518,5592:0.10325)0.99:0.05344,6065:0.30488):0.00000;";Pipbet1
30;terpene;"((6902:0.06187,(8792:0.02398,4619:0.01907)0.96:0.02835):0.09982,((8463:0.01609,4787:0.03951)1.00:0.09603,4551:0.10256)1.00:0.02614):0.00000;";Tramax1
33;terpene;"((7304:0.12956,2383:0.03958):0.11589,9113:0.24545):0.00000;";Fomfom1
34;terpene;"(174:0.0,8620:0.0):0.01;";Phlrad1
34;terpene;"(174:0.0,8620:0.0):0.01;";Phlbr1
35;terpene;"(198:0.0,7300:0.0):0.01;";Phchr2
35;terpene;"(198:0.0,7300:0.0):0.01;";Phaca1
36;terpene;"((2988:0.00000,1518:0.00000):0.12169,(7857:0.07030,352:0.09657):0.02513):0.00000;";Trabet1
36;terpene;"((2988:0.00000,1518:0.00000):0.12169,(7857:0.07030,352:0.09657):0.02513):0.00000;";Lenti6
37;terpene;"((8836:0.10666,6549:0.08257):0.03207,(1057:0.05205,712:0.08887)1.00:0.04986):0.00000;";Pycco1
36;terpene;"((2988:0.00000,1518:0.00000):0.12169,(7857:0.07030,352:0.09657):0.02513):0.00000;";Tralj1
37;terpene;"((8836:0.10666,6549:0.08257):0.03207,(1057:0.05205,712:0.08887)1.00:0.04986):0.00000;";Ganbon1
37;terpene;"((8836:0.10666,6549:0.08257):0.03207,(1057:0.05205,712:0.08887)1.00:0.04986):0.00000;";Pycpun1
36;terpene;"((2988:0.00000,1518:0.00000):0.12169,(7857:0.07030,352:0.09657):0.02513):0.00000;";Lenti7
38;terpene;"(8556:0.14765,((((5275:0.03708,9359:0.01772)0.33:0.00927,3288:0.03287):0.01102,3413:0.03459)0.90:0.04936,3146:0.10437)1.00:0.02046):0.00000;";Ganleu1
38;terpene;"(8556:0.14765,((((5275:0.03708,9359:0.01772)0.33:0.00927,3288:0.03287):0.01102,3413:0.03459)0.90:0.04936,3146:0.10437)1.00:0.02046):0.00000;";Gansi1
38;terpene;"(8556:0.14765,((((5275:0.03708,9359:0.01772)0.33:0.00927,3288:0.03287):0.01102,3413:0.03459)0.90:0.04936,3146:0.10437)1.00:0.02046):0.00000;";Tragib1
39;terpene;"((2125:0.00000,7312:0.00000):0.00595,9287:0.00595):0.00000;";Dicsqu463
39;terpene;"((2125:0.00000,7312:0.00000):0.00595,9287:0.00595):0.00000;";Dicsqu464
39;terpene;"((2125:0.00000,7312:0.00000):0.00595,9287:0.00595):0.00000;";Dicsqu18370
40;terpene;"(((4414:0.00447,4639:0.00224):0.01155,2528:0.00935)0.47:0.26350,3551:0.27953):0.00000;";Trapub1
40;terpene;"(((4414:0.00447,4639:0.00224):0.01155,2528:0.00935)0.47:0.26350,3551:0.27953):0.00000;";Bjead1
40;terpene;"(((4414:0.00447,4639:0.00224):0.01155,2528:0.00935)0.47:0.26350,3551:0.27953):0.00000;";Traver1
40;terpene;"(((4414:0.00447,4639:0.00224):0.01155,2528:0.00935)0.47:0.26350,3551:0.27953):0.00000;";Trave1
41;terpene;"((4683:0.02199,2568:0.00504):0.05667,5956:0.07865):0.00000;";Tramen1
41;terpene;"((4683:0.02199,2568:0.00504):0.05667,5956:0.07865):0.00000;";Tralac1
38;terpene;"(8556:0.14765,((((5275:0.03708,9359:0.01772)0.33:0.00927,3288:0.03287):0.01102,3413:0.03459)0.90:0.04936,3146:0.10437)1.00:0.02046):0.00000;";Gansp1
38;terpene;"(8556:0.14765,((((5275:0.03708,9359:0.01772)0.33:0.00927,3288:0.03287):0.01102,3413:0.03459)0.90:0.04936,3146:0.10437)1.00:0.02046):0.00000;";Dicsq1
38;terpene;"(8556:0.14765,((((5275:0.03708,9359:0.01772)0.33:0.00927,3288:0.03287):0.01102,3413:0.03459)0.90:0.04936,3146:0.10437)1.00:0.02046):0.00000;";Ganluc1
37;terpene;"((8836:0.10666,6549:0.08257):0.03207,(1057:0.05205,712:0.08887)1.00:0.04986):0.00000;";Polar1
41;terpene;"((4683:0.02199,2568:0.00504):0.05667,5956:0.07865):0.00000;";Artele1122
42;terpene;"(214:0.0,7632:0.0):0.01;";Tramax1
42;terpene;"(214:0.0,7632:0.0):0.01;";Artele1122
43;terpene;"(3858:0.40614,(((((((5013:0.01301,8940:0.02217)0.91:0.01666,2149:0.03584)0.98:0.02908,(8342:0.00000,4346:0.00000)1.00:0.05298)0.89:0.01854,6489:0.03258)0.92:0.01522,6637:0.03836)0.31:0.00514,(((6870:0.04691,5656:0.04286)0.64:0.01119,(8876:0.00464,941:0.01761)1.00:0.07265)0.97:0.02692,(5053:0.06065,2020:0.06387)0.11:0.00947)0.84:0.01097):0.03527,((((((7348:0.02462,824:0.01388)0.98:0.02499,(8712:0.05157,6129:0.03348)0.91:0.01662)0.33:0.01166,(8210:0.00000,226:0.00210)0.98:0.02399)0.95:0.01622,(((8640:0.00210,3783:0.00000)0.77:0.00271,(5676:0.00000,3928:0.00851)0.93:0.00790)1.00:0.04501,((((1434:0.05400,3731:0.00619)0.92:0.00877,3715:0.01754)0.70:0.00334,8024:0.01102)0.94:0.01261,4008:0.01934)0.98:0.02197)0.99:0.03191)0.78:0.01038,4719:0.19025)0.66:0.01974,8338:0.11254)0.07:0.02391)0.90:0.08612):0.00000;";Lenti6
43;terpene;"(3858:0.40614,(((((((5013:0.01301,8940:0.02217)0.91:0.01666,2149:0.03584)0.98:0.02908,(8342:0.00000,4346:0.00000)1.00:0.05298)0.89:0.01854,6489:0.03258)0.92:0.01522,6637:0.03836)0.31:0.00514,(((6870:0.04691,5656:0.04286)0.64:0.01119,(8876:0.00464,941:0.01761)1.00:0.07265)0.97:0.02692,(5053:0.06065,2020:0.06387)0.11:0.00947)0.84:0.01097):0.03527,((((((7348:0.02462,824:0.01388)0.98:0.02499,(8712:0.05157,6129:0.03348)0.91:0.01662)0.33:0.01166,(8210:0.00000,226:0.00210)0.98:0.02399)0.95:0.01622,(((8640:0.00210,3783:0.00000)0.77:0.00271,(5676:0.00000,3928:0.00851)0.93:0.00790)1.00:0.04501,((((1434:0.05400,3731:0.00619)0.92:0.00877,3715:0.01754)0.70:0.00334,8024:0.01102)0.94:0.01261,4008:0.01934)0.98:0.02197)0.99:0.03191)0.78:0.01038,4719:0.19025)0.66:0.01974,8338:0.11254)0.07:0.02391)0.90:0.08612):0.00000;";Polsqu1
43;terpene;"(3858:0.40614,(((((((5013:0.01301,8940:0.02217)0.91:0.01666,2149:0.03584)0.98:0.02908,(8342:0.00000,4346:0.00000)1.00:0.05298)0.89:0.01854,6489:0.03258)0.92:0.01522,6637:0.03836)0.31:0.00514,(((6870:0.04691,5656:0.04286)0.64:0.01119,(8876:0.00464,941:0.01761)1.00:0.07265)0.97:0.02692,(5053:0.06065,2020:0.06387)0.11:0.00947)0.84:0.01097):0.03527,((((((7348:0.02462,824:0.01388)0.98:0.02499,(8712:0.05157,6129:0.03348)0.91:0.01662)0.33:0.01166,(8210:0.00000,226:0.00210)0.98:0.02399)0.95:0.01622,(((8640:0.00210,3783:0.00000)0.77:0.00271,(5676:0.00000,3928:0.00851)0.93:0.00790)1.00:0.04501,((((1434:0.05400,3731:0.00619)0.92:0.00877,3715:0.01754)0.70:0.00334,8024:0.01102)0.94:0.01261,4008:0.01934)0.98:0.02197)0.99:0.03191)0.78:0.01038,4719:0.19025)0.66:0.01974,8338:0.11254)0.07:0.02391)0.90:0.08612):0.00000;";Ganluc1
43;terpene;"(3858:0.40614,(((((((5013:0.01301,8940:0.02217)0.91:0.01666,2149:0.03584)0.98:0.02908,(8342:0.00000,4346:0.00000)1.00:0.05298)0.89:0.01854,6489:0.03258)0.92:0.01522,6637:0.03836)0.31:0.00514,(((6870:0.04691,5656:0.04286)0.64:0.01119,(8876:0.00464,941:0.01761)1.00:0.07265)0.97:0.02692,(5053:0.06065,2020:0.06387)0.11:0.00947)0.84:0.01097):0.03527,((((((7348:0.02462,824:0.01388)0.98:0.02499,(8712:0.05157,6129:0.03348)0.91:0.01662)0.33:0.01166,(8210:0.00000,226:0.00210)0.98:0.02399)0.95:0.01622,(((8640:0.00210,3783:0.00000)0.77:0.00271,(5676:0.00000,3928:0.00851)0.93:0.00790)1.00:0.04501,((((1434:0.05400,3731:0.00619)0.92:0.00877,3715:0.01754)0.70:0.00334,8024:0.01102)0.94:0.01261,4008:0.01934)0.98:0.02197)0.99:0.03191)0.78:0.01038,4719:0.19025)0.66:0.01974,8338:0.11254)0.07:0.02391)0.90:0.08612):0.00000;";Earsca1
43;terpene;"(3858:0.40614,(((((((5013:0.01301,8940:0.02217)0.91:0.01666,2149:0.03584)0.98:0.02908,(8342:0.00000,4346:0.00000)1.00:0.05298)0.89:0.01854,6489:0.03258)0.92:0.01522,6637:0.03836)0.31:0.00514,(((6870:0.04691,5656:0.04286)0.64:0.01119,(8876:0.00464,941:0.01761)1.00:0.07265)0.97:0.02692,(5053:0.06065,2020:0.06387)0.11:0.00947)0.84:0.01097):0.03527,((((((7348:0.02462,824:0.01388)0.98:0.02499,(8712:0.05157,6129:0.03348)0.91:0.01662)0.33:0.01166,(8210:0.00000,226:0.00210)0.98:0.02399)0.95:0.01622,(((8640:0.00210,3783:0.00000)0.77:0.00271,(5676:0.00000,3928:0.00851)0.93:0.00790)1.00:0.04501,((((1434:0.05400,3731:0.00619)0.92:0.00877,3715:0.01754)0.70:0.00334,8024:0.01102)0.94:0.01261,4008:0.01934)0.98:0.02197)0.99:0.03191)0.78:0.01038,4719:0.19025)0.66:0.01974,8338:0.11254)0.07:0.02391)0.90:0.08612):0.00000;";Polar1
43;terpene;"(3858:0.40614,(((((((5013:0.01301,8940:0.02217)0.91:0.01666,2149:0.03584)0.98:0.02908,(8342:0.00000,4346:0.00000)1.00:0.05298)0.89:0.01854,6489:0.03258)0.92:0.01522,6637:0.03836)0.31:0.00514,(((6870:0.04691,5656:0.04286)0.64:0.01119,(8876:0.00464,941:0.01761)1.00:0.07265)0.97:0.02692,(5053:0.06065,2020:0.06387)0.11:0.00947)0.84:0.01097):0.03527,((((((7348:0.02462,824:0.01388)0.98:0.02499,(8712:0.05157,6129:0.03348)0.91:0.01662)0.33:0.01166,(8210:0.00000,226:0.00210)0.98:0.02399)0.95:0.01622,(((8640:0.00210,3783:0.00000)0.77:0.00271,(5676:0.00000,3928:0.00851)0.93:0.00790)1.00:0.04501,((((1434:0.05400,3731:0.00619)0.92:0.00877,3715:0.01754)0.70:0.00334,8024:0.01102)0.94:0.01261,4008:0.01934)0.98:0.02197)0.99:0.03191)0.78:0.01038,4719:0.19025)0.66:0.01974,8338:0.11254)0.07:0.02391)0.90:0.08612):0.00000;";Gansp1
43;terpene;"(3858:0.40614,(((((((5013:0.01301,8940:0.02217)0.91:0.01666,2149:0.03584)0.98:0.02908,(8342:0.00000,4346:0.00000)1.00:0.05298)0.89:0.01854,6489:0.03258)0.92:0.01522,6637:0.03836)0.31:0.00514,(((6870:0.04691,5656:0.04286)0.64:0.01119,(8876:0.00464,941:0.01761)1.00:0.07265)0.97:0.02692,(5053:0.06065,2020:0.06387)0.11:0.00947)0.84:0.01097):0.03527,((((((7348:0.02462,824:0.01388)0.98:0.02499,(8712:0.05157,6129:0.03348)0.91:0.01662)0.33:0.01166,(8210:0.00000,226:0.00210)0.98:0.02399)0.95:0.01622,(((8640:0.00210,3783:0.00000)0.77:0.00271,(5676:0.00000,3928:0.00851)0.93:0.00790)1.00:0.04501,((((1434:0.05400,3731:0.00619)0.92:0.00877,3715:0.01754)0.70:0.00334,8024:0.01102)0.94:0.01261,4008:0.01934)0.98:0.02197)0.99:0.03191)0.78:0.01038,4719:0.19025)0.66:0.01974,8338:0.11254)0.07:0.02391)0.90:0.08612):0.00000;";Lenti7
43;terpene;"(3858:0.40614,(((((((5013:0.01301,8940:0.02217)0.91:0.01666,2149:0.03584)0.98:0.02908,(8342:0.00000,4346:0.00000)1.00:0.05298)0.89:0.01854,6489:0.03258)0.92:0.01522,6637:0.03836)0.31:0.00514,(((6870:0.04691,5656:0.04286)0.64:0.01119,(8876:0.00464,941:0.01761)1.00:0.07265)0.97:0.02692,(5053:0.06065,2020:0.06387)0.11:0.00947)0.84:0.01097):0.03527,((((((7348:0.02462,824:0.01388)0.98:0.02499,(8712:0.05157,6129:0.03348)0.91:0.01662)0.33:0.01166,(8210:0.00000,226:0.00210)0.98:0.02399)0.95:0.01622,(((8640:0.00210,3783:0.00000)0.77:0.00271,(5676:0.00000,3928:0.00851)0.93:0.00790)1.00:0.04501,((((1434:0.05400,3731:0.00619)0.92:0.00877,3715:0.01754)0.70:0.00334,8024:0.01102)0.94:0.01261,4008:0.01934)0.98:0.02197)0.99:0.03191)0.78:0.01038,4719:0.19025)0.66:0.01974,8338:0.11254)0.07:0.02391)0.90:0.08612):0.00000;";Hexnit1
43;terpene;"(3858:0.40614,(((((((5013:0.01301,8940:0.02217)0.91:0.01666,2149:0.03584)0.98:0.02908,(8342:0.00000,4346:0.00000)1.00:0.05298)0.89:0.01854,6489:0.03258)0.92:0.01522,6637:0.03836)0.31:0.00514,(((6870:0.04691,5656:0.04286)0.64:0.01119,(8876:0.00464,941:0.01761)1.00:0.07265)0.97:0.02692,(5053:0.06065,2020:0.06387)0.11:0.00947)0.84:0.01097):0.03527,((((((7348:0.02462,824:0.01388)0.98:0.02499,(8712:0.05157,6129:0.03348)0.91:0.01662)0.33:0.01166,(8210:0.00000,226:0.00210)0.98:0.02399)0.95:0.01622,(((8640:0.00210,3783:0.00000)0.77:0.00271,(5676:0.00000,3928:0.00851)0.93:0.00790)1.00:0.04501,((((1434:0.05400,3731:0.00619)0.92:0.00877,3715:0.01754)0.70:0.00334,8024:0.01102)0.94:0.01261,4008:0.01934)0.98:0.02197)0.99:0.03191)0.78:0.01038,4719:0.19025)0.66:0.01974,8338:0.11254)0.07:0.02391)0.90:0.08612):0.00000;";Fomfom1
43;terpene;"(3858:0.40614,(((((((5013:0.01301,8940:0.02217)0.91:0.01666,2149:0.03584)0.98:0.02908,(8342:0.00000,4346:0.00000)1.00:0.05298)0.89:0.01854,6489:0.03258)0.92:0.01522,6637:0.03836)0.31:0.00514,(((6870:0.04691,5656:0.04286)0.64:0.01119,(8876:0.00464,941:0.01761)1.00:0.07265)0.97:0.02692,(5053:0.06065,2020:0.06387)0.11:0.00947)0.84:0.01097):0.03527,((((((7348:0.02462,824:0.01388)0.98:0.02499,(8712:0.05157,6129:0.03348)0.91:0.01662)0.33:0.01166,(8210:0.00000,226:0.00210)0.98:0.02399)0.95:0.01622,(((8640:0.00210,3783:0.00000)0.77:0.00271,(5676:0.00000,3928:0.00851)0.93:0.00790)1.00:0.04501,((((1434:0.05400,3731:0.00619)0.92:0.00877,3715:0.01754)0.70:0.00334,8024:0.01102)0.94:0.01261,4008:0.01934)0.98:0.02197)0.99:0.03191)0.78:0.01038,4719:0.19025)0.66:0.01974,8338:0.11254)0.07:0.02391)0.90:0.08612):0.00000;";Tragib1
43;terpene;"(3858:0.40614,(((((((5013:0.01301,8940:0.02217)0.91:0.01666,2149:0.03584)0.98:0.02908,(8342:0.00000,4346:0.00000)1.00:0.05298)0.89:0.01854,6489:0.03258)0.92:0.01522,6637:0.03836)0.31:0.00514,(((6870:0.04691,5656:0.04286)0.64:0.01119,(8876:0.00464,941:0.01761)1.00:0.07265)0.97:0.02692,(5053:0.06065,2020:0.06387)0.11:0.00947)0.84:0.01097):0.03527,((((((7348:0.02462,824:0.01388)0.98:0.02499,(8712:0.05157,6129:0.03348)0.91:0.01662)0.33:0.01166,(8210:0.00000,226:0.00210)0.98:0.02399)0.95:0.01622,(((8640:0.00210,3783:0.00000)0.77:0.00271,(5676:0.00000,3928:0.00851)0.93:0.00790)1.00:0.04501,((((1434:0.05400,3731:0.00619)0.92:0.00877,3715:0.01754)0.70:0.00334,8024:0.01102)0.94:0.01261,4008:0.01934)0.98:0.02197)0.99:0.03191)0.78:0.01038,4719:0.19025)0.66:0.01974,8338:0.11254)0.07:0.02391)0.90:0.08612):0.00000;";Ganleu1
